
====================================================================================================
PROFILE SUMMARY
====================================================================================================
Fri Feb 27 19:10:04 2026    /home/ryan/Documents/2026-Rebuild/src/teleop.prof

         159180 function calls (159115 primitive calls) in 6.931 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/logging/__init__.py:677(usesTime)
       12    0.000    0.000    0.001    0.000 /usr/local/lib/python3.14/logging/__init__.py:683(formatMessage)
       12    0.001    0.000    0.008    0.001 /usr/local/lib/python3.14/logging/__init__.py:1626(makeRecord)
       12    0.001    0.000    0.002    0.000 /usr/local/lib/python3.14/logging/__init__.py:1131(flush)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/logging/__init__.py:129(getLevelName)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/logging/__init__.py:1751(getEffectiveLevel)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/logging/__init__.py:1354(disable)
       12    0.000    0.000    0.005    0.000 /usr/local/lib/python3.14/logging/__init__.py:988(format)
        4    0.001    0.000    0.029    0.007 /usr/local/lib/python3.14/logging/__init__.py:1510(info)
        6    0.003    0.001    0.034    0.006 /usr/local/lib/python3.14/logging/__init__.py:1522(warning)
        2    0.001    0.000    0.035    0.017 /usr/local/lib/python3.14/logging/__init__.py:1539(error)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/logging/__init__.py:840(filter)
        7    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        7    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/threading.py:1135(name)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/logging/__init__.py:455(usesTime)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/threading.py:1470(current_thread)
       36    0.000    0.000    0.001    0.000 /usr/local/lib/python3.14/logging/__init__.py:197(_is_internal_frame)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/logging/__init__.py:391(getMessage)
       12    0.001    0.000    0.001    0.000 /usr/local/lib/python3.14/logging/__init__.py:463(_format)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/ctypes/__init__.py:76(CFUNCTYPE)
       12    0.000    0.000    0.002    0.000 /usr/local/lib/python3.14/logging/__init__.py:631(formatTime)
       12    0.000    0.000    0.001    0.000 /usr/local/lib/python3.14/logging/__init__.py:470(format)
        1    0.000    0.000    0.001    0.001 /home/lvuser/py/robot.py:343(disabledInit)
       12    0.007    0.001    0.066    0.005 /usr/local/lib/python3.14/logging/__init__.py:1011(handle)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/logging/__init__.py:167(<lambda>)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/typing.py:1905(_allow_reckless_class_checks)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/typing.py:1894(_caller)
       12    0.001    0.000    0.052    0.004 /usr/local/lib/python3.14/logging/__init__.py:1139(emit)
      676    0.003    0.000    0.003    0.000 /usr/local/lib/python3.14/_colorize.py:322(get_theme)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/typing.py:1926(_lazy_load_getattr_static)
     1352    0.034    0.000    0.294    0.000 /usr/local/lib/python3.14/traceback.py:365(_dedented_lines)
       40    0.010    0.000    0.037    0.001 /usr/local/lib/python3.14/traceback.py:509(from_list)
      720    0.008    0.000    0.026    0.000 /usr/local/lib/python3.14/traceback.py:451(extended_frame_gen)
       40    0.001    0.000    0.001    0.000 /usr/local/lib/python3.14/traceback.py:382(walk_stack)
      680    0.012    0.000    0.018    0.000 /usr/local/lib/python3.14/traceback.py:295(__init__)
      680    0.011    0.000    0.128    0.000 /usr/local/lib/python3.14/linecache.py:22(getline)
       80    0.004    0.000    0.013    0.000 /usr/local/lib/python3.14/linecache.py:48(_getline_from_code)
       38    0.021    0.001    0.943    0.025 /usr/local/lib/python3.14/traceback.py:244(format_stack)
      596    0.029    0.000    0.055    0.000 /usr/local/lib/python3.14/textwrap.py:447(indent)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/logging/__init__.py:1765(isEnabledFor)
      720    0.018    0.000    0.018    0.000 /usr/local/lib/python3.14/traceback.py:391(walk_stack_generator)
       40    0.007    0.000    0.582    0.015 /usr/local/lib/python3.14/traceback.py:37(format_list)
       40    0.003    0.000    0.785    0.020 /usr/local/lib/python3.14/traceback.py:437(extract)
       69    0.002    0.000    0.005    0.000 /usr/local/lib/python3.14/contextlib.py:303(helper)
       40    0.008    0.000    0.818    0.020 /usr/local/lib/python3.14/traceback.py:251(extract_stack)
        7    0.002    0.000    0.017    0.002 /usr/local/lib/python3.14/tokenize.py:457(open)
      140    0.001    0.000    0.001    0.000 /usr/local/lib/python3.14/inspect.py:382(isframe)
      106    0.001    0.000    0.001    0.000 /usr/local/lib/python3.14/inspect.py:400(iscode)
       34    0.002    0.000    0.002    0.000 /usr/local/lib/python3.14/inspect.py:1545(__new__)
       34    0.001    0.000    0.002    0.000 /usr/local/lib/python3.14/inspect.py:1617(__new__)
        8    0.000    0.000    0.004    0.000 /usr/local/lib/python3.14/tokenize.py:382(read_or_stop)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/inspect.py:1692(_shadowed_dict_from_weakref_mro_tuple)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/traceback.py:331(__getitem__)
       69    0.005    0.000    0.007    0.000 /usr/local/lib/python3.14/contextlib.py:136(__enter__)
       80    0.006    0.000    0.006    0.000 /usr/local/lib/python3.14/linecache.py:54(_make_key)
      692    0.043    0.000    0.721    0.001 /usr/local/lib/python3.14/inspect.py:885(getabsfile)
      140    0.001    0.000    0.002    0.000 /usr/local/lib/python3.14/inspect.py:372(istraceback)
       20    0.002    0.000    0.007    0.000 /usr/local/lib/python3.14/inspect.py:1685(_check_class)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.14/tokenize.py:388(check)
      120    0.005    0.000    0.006    0.000 /usr/local/lib/python3.14/inspect.py:1711(_shadowed_dict)
       69    0.002    0.000    0.003    0.000 /usr/local/lib/python3.14/contextlib.py:108(__init__)
     1282    0.052    0.000    0.335    0.000 /usr/local/lib/python3.14/traceback.py:373(line)
       20    0.001    0.000    0.001    0.000 /usr/local/lib/python3.14/inspect.py:1676(_check_instance)
      714    0.013    0.000    0.130    0.000 /usr/local/lib/python3.14/linecache.py:32(getlines)
       80    0.001    0.000    0.007    0.000 /usr/local/lib/python3.14/linecache.py:57(_getlines_from_code)
      503    0.017    0.000    0.026    0.000 /usr/local/lib/python3.14/enum.py:676(__call__)
     8487    0.030    0.000    0.030    0.000 /usr/local/lib/python3.14/enum.py:1323(value)
        2    0.000    0.000    0.557    0.278 /usr/local/lib/python3.14/inspect.py:1658(stack)
       34    0.002    0.000    0.015    0.000 /usr/local/lib/python3.14/inspect.py:1560(_get_code_position)
      106    0.001    0.000    0.001    0.000 /usr/local/lib/python3.14/inspect.py:184(isclass)
    10237    0.082    0.000    0.142    0.000 /usr/local/lib/python3.14/inspect.py:180(ismodule)
      106    0.001    0.000    0.002    0.000 /usr/local/lib/python3.14/inspect.py:188(ismethod)
      106    0.001    0.000    0.001    0.000 /usr/local/lib/python3.14/inspect.py:267(isfunction)
        2    0.001    0.001    0.399    0.200 /usr/local/lib/python3.14/inspect.py:1628(getouterframes)
       91    0.003    0.000    0.006    0.000 /usr/local/lib/python3.14/linecache.py:66(_source_unavailable)
       12    0.000    0.000    0.001    0.000 <frozen posixpath>:166(basename)
      728    0.007    0.000    0.012    0.000 <frozen posixpath>:53(normcase)
       24    0.000    0.000    0.000    0.000 <frozen posixpath>:42(_get_sep)
     1494    0.013    0.000    0.019    0.000 /usr/local/lib/python3.14/inspect.py:863(<genexpr>)
     2888    0.026    0.000    0.038    0.000 /usr/local/lib/python3.14/inspect.py:866(<genexpr>)
       12    0.002    0.000    0.002    0.000 <frozen genericpath>:157(_splitext)
      635    0.020    0.000    0.366    0.001 <frozen genericpath>:16(exists)
        7    0.000    0.000    0.000    0.000 <frozen codecs>:312(__init__)
       12    0.000    0.000    0.002    0.000 <frozen posixpath>:117(splitext)
        7    0.000    0.000    0.000    0.000 <frozen codecs>:263(__init__)
       31    0.000    0.000    0.004    0.000 <frozen abc>:117(__instancecheck__)
     10/3    0.000    0.000    0.002    0.001 <frozen abc>:121(__subclasscheck__)
       67    0.003    0.000    0.007    0.000 <frozen codecs>:322(decode)
      692    0.028    0.000    0.079    0.000 <frozen posixpath>:373(abspath)
        8    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        7    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       34    0.005    0.000    0.005    0.000 {method 'co_positions' of 'code' objects}
       10    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       24    0.011    0.000    0.011    0.000 {method 'clear' of 'list' objects}
     5617    0.051    0.000    0.051    0.000 {method 'append' of 'list' objects}
     5603    0.041    0.000    0.041    0.000 {method 'pop' of 'list' objects}
       40    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
    10416    0.065    0.000    0.065    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       25    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      138    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
       13    0.006    0.000    0.006    0.000 {method 'copy' of 'dict' objects}
      680    0.012    0.000    0.012    0.000 {method 'add' of 'set' objects}
      102    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0xb6eb4e00}
     1355    0.036    0.000    0.036    0.000 {method 'split' of 'str' objects}
     2672    0.035    0.000    0.035    0.000 {method 'join' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
     1282    0.021    0.000    0.021    0.000 {method 'partition' of 'str' objects}
       36    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      760    0.009    0.000    0.009    0.000 {method 'rstrip' of 'str' objects}
      596    0.005    0.000    0.005    0.000 {method 'splitlines' of 'str' objects}
     1958    0.020    0.000    0.020    0.000 {method 'strip' of 'str' objects}
     2492    0.017    0.000    0.017    0.000 {method 'startswith' of 'str' objects}
     3776    0.027    0.000    0.027    0.000 {method 'endswith' of 'str' objects}
     2544    0.020    0.000    0.020    0.000 {method 'isspace' of 'str' objects}
      676    0.028    0.000    0.028    0.000 {method 'format' of 'str' objects}
      183    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
      943    0.009    0.000    0.009    0.000 {built-in method builtins.getattr}
     9455    0.065    0.000    0.065    0.000 {built-in method builtins.hasattr}
    13267    0.062    0.000    0.078    0.000 {built-in method builtins.isinstance}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
     3227    0.035    0.000    0.035    0.000 {built-in method builtins.len}
      783    0.014    0.000    0.014    0.000 {built-in method builtins.max}
      725    0.008    0.000    0.008    0.000 {built-in method builtins.min}
      172    0.016    0.000    0.016    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       69    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
       12    0.001    0.000    0.001    0.000 {built-in method builtins.sum}
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       54    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        3    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
     1061    0.348    0.000    0.762    0.001 {built-in method posix.stat}
       12    0.006    0.001    0.018    0.001 {built-in method posix.getcwd}
     4924    0.797    0.000    1.662    0.000 {built-in method posix.lstat}
       12    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
      692    0.012    0.000    0.012    0.000 {built-in method posix._path_normpath}
     2147    0.012    0.000    0.012    0.000 {built-in method posix.fspath}
       67    0.004    0.000    0.004    0.000 {built-in method _codecs.utf_8_decode}
        8    0.004    0.001    0.006    0.001 {built-in method _io.open}
        8    0.000    0.000    0.000    0.000 {method '__enter__' of '_io._IOBase' objects}
        7    0.003    0.000    0.005    0.001 {method '__exit__' of '_io._IOBase' objects}
        7    0.045    0.006    0.074    0.011 {method 'readlines' of '_io._IOBase' objects}
        8    0.002    0.000    0.002    0.000 {method 'readline' of '_io.BufferedReader' objects}
        7    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       12    0.019    0.002    0.046    0.004 {method 'write' of '_io.TextIOWrapper' objects}
       12    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       15    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       24    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
     1322    0.024    0.000    0.026    0.000 {method '__enter__' of '_thread.RLock' objects}
     1322    0.013    0.000    0.013    0.000 {method '__exit__' of '_thread.RLock' objects}
       12    0.000    0.000    0.000    0.000 {built-in method time.time_ns}
       12    0.001    0.000    0.001    0.000 {built-in method time.localtime}
       12    0.001    0.000    0.001    0.000 {built-in method time.strftime}
       46    0.001    0.000    0.001    0.000 {built-in method time.monotonic}
       31    0.002    0.000    0.003    0.000 {built-in method _abc._abc_instancecheck}
     10/3    0.000    0.000    0.002    0.001 {built-in method _abc._abc_subclasscheck}
     4924    0.041    0.000    0.041    0.000 {built-in method _stat.S_ISLNK}



====================================================================================================
SORTED BY CUMULATIVE TIME
====================================================================================================
Fri Feb 27 19:10:04 2026    /home/ryan/Documents/2026-Rebuild/src/teleop.prof

         159180 function calls (159115 primitive calls) in 6.931 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       23    0.010    0.000    6.767    0.294 /home/lvuser/py/lemonlib/lemonbot/lemon_robot.py:73(_enabled_periodic)
      953    0.099    0.000    4.998    0.005 /usr/local/lib/python3.14/site-packages/phoenix6/swerve/swerve_drivetrain.py:741(telem_callback)
       46    0.002    0.000    3.339    0.073 /home/lvuser/py/components/odometry.py:54(_process_latest_result)
       46    0.007    0.000    3.326    0.072 /usr/local/lib/python3.14/site-packages/photonlibpy/photonCamera.py:127(getAllUnreadResults)
